falhas_chamada,reclamacoes,tempo_assinatura,valor_cobrado,segundos_uso,freq_uso,freq_sms,numeros_dist_chamados,plano,situacao,idade,valor_cliente,cancelamento
4,1,30,0,2008,34,19,25,Pré-Pago,Inativo,30,15768,Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,30,0,0,0,0,0,Pré-Pago,Ativo,30,0,Não Cancelou
0,0,27,0,6525,87,0,16,Pré-Pago,Ativo,45,1653,Não Cancelou
0,1,30,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,1,30,0,0,0,0,0,Pré-Pago,Ativo,55,0,Cancelou
20,0,25,2,15815,228,0,74,Pré-Pago,Ativo,25,721935,Não Cancelou
1,0,28,2,6705,106,256,27,Contrato,Ativo,25,1458495,Não Cancelou
0,0,30,0,3458,72,0,22,Pré-Pago,Ativo,25,15885,Não Cancelou
0,0,29,0,1405,34,23,14,Pré-Pago,Inativo,30,14956,Não Cancelou
1,0,30,0,2520,43,160,17,Pré-Pago,Ativo,25,835335,Não Cancelou
0,0,21,0,1055,26,178,5,Contrato,Ativo,25,849645,Não Cancelou
0,0,20,0,1308,29,15,62,Pré-Pago,Ativo,45,70925,Não Cancelou
6,0,21,0,440,15,0,1,Pré-Pago,Inativo,25,20475,Não Cancelou
0,0,20,0,0,0,6,0,Pré-Pago,Inativo,45,15,Não Cancelou
5,0,19,0,965,22,4,7,Pré-Pago,Ativo,25,62415,Não Cancelou
0,0,19,0,2965,51,0,17,Pré-Pago,Ativo,30,12064,Não Cancelou
0,0,12,0,1435,16,13,8,Pré-Pago,Ativo,25,123795,Não Cancelou
11,0,11,0,6133,131,70,36,Contrato,Ativo,15,72952,Não Cancelou
7,0,9,0,8673,161,58,34,Pré-Pago,Ativo,45,36585,Não Cancelou
3,0,10,2,2593,35,16,13,Pré-Pago,Ativo,30,16912,Não Cancelou
0,0,3,0,4130,30,200,4,Pré-Pago,Ativo,30,9664,Não Cancelou
0,1,3,0,1228,9,0,1,Pré-Pago,Ativo,25,55665,Cancelou
10,0,41,0,4550,79,16,22,Pré-Pago,Ativo,30,24916,Não Cancelou
2,0,42,0,498,13,18,9,Pré-Pago,Inativo,25,103995,Não Cancelou
12,0,40,0,2633,68,370,29,Pré-Pago,Ativo,30,158804,Não Cancelou
12,0,41,0,4378,74,12,40,Pré-Pago,Ativo,15,31086,Não Cancelou
5,0,41,0,2573,66,13,38,Pré-Pago,Ativo,15,216645,Não Cancelou
13,0,41,1,3955,90,43,33,Pré-Pago,Ativo,30,3338,Não Cancelou
6,0,41,0,2540,47,296,23,Pré-Pago,Ativo,30,128748,Não Cancelou
15,0,40,2,9295,129,155,48,Pré-Pago,Ativo,30,99696,Não Cancelou
9,0,41,0,13953,177,11,49,Pré-Pago,Ativo,30,6092,Não Cancelou
9,0,41,1,4695,91,13,30,Pré-Pago,Ativo,30,24344,Não Cancelou
8,0,41,0,6098,103,18,17,Pré-Pago,Ativo,30,32004,Não Cancelou
11,0,41,0,2418,62,19,22,Pré-Pago,Inativo,30,1752,Não Cancelou
27,0,41,3,15320,233,65,37,Pré-Pago,Ativo,30,88212,Não Cancelou
6,0,41,1,3275,35,494,13,Pré-Pago,Ativo,30,21084,Não Cancelou
11,0,40,0,15665,190,161,35,Pré-Pago,Ativo,25,1437975,Não Cancelou
5,0,40,1,6680,94,197,31,Pré-Pago,Ativo,30,105896,Não Cancelou
2,0,40,0,1055,22,11,16,Pré-Pago,Inativo,25,97965,Não Cancelou
4,0,41,0,890,22,24,13,Pré-Pago,Inativo,30,13248,Não Cancelou
2,0,40,0,180,8,11,5,Pré-Pago,Inativo,25,5796,Cancelou
5,0,40,0,7688,135,395,48,Pré-Pago,Ativo,25,2129535,Não Cancelou
9,0,40,1,11645,162,22,52,Pré-Pago,Ativo,45,350175,Não Cancelou
10,0,40,1,6898,83,119,42,Pré-Pago,Ativo,25,849645,Não Cancelou
25,1,36,0,1135,55,27,22,Pré-Pago,Inativo,25,17505,Cancelou
23,0,39,8,10615,101,12,47,Pré-Pago,Ativo,55,17874,Não Cancelou
15,0,39,1,5998,106,37,29,Pré-Pago,Ativo,25,44118,Não Cancelou
3,0,37,0,3020,30,11,19,Pré-Pago,Ativo,30,166,Não Cancelou
11,1,38,0,3170,49,20,21,Pré-Pago,Inativo,30,20876,Cancelou
11,1,39,0,2448,52,45,36,Pré-Pago,Inativo,30,280,Cancelou
2,1,39,0,313,10,11,7,Pré-Pago,Inativo,30,5692,Cancelou
3,0,39,0,1848,33,11,11,Pré-Pago,Ativo,30,11924,Não Cancelou
5,0,36,1,6965,105,25,27,Pré-Pago,Ativo,55,14355,Não Cancelou
2,0,39,0,808,15,20,9,Pré-Pago,Inativo,45,70575,Cancelou
2,0,39,1,518,12,15,7,Pré-Pago,Ativo,55,3045,Não Cancelou
27,1,34,3,16255,246,11,85,Pré-Pago,Ativo,25,792045,Não Cancelou
8,0,37,3,7145,124,282,38,Contrato,Ativo,25,1596105,Não Cancelou
4,0,39,0,3898,90,13,33,Pré-Pago,Ativo,25,23796,Não Cancelou
5,0,38,0,1845,52,49,25,Pré-Pago,Inativo,30,27188,Não Cancelou
8,0,39,0,2960,61,186,28,Pré-Pago,Ativo,25,972945,Não Cancelou
6,1,30,1,1495,44,204,16,Contrato,Ativo,25,987255,Cancelou
6,0,29,0,1748,47,41,73,Pré-Pago,Ativo,45,147375,Não Cancelou
13,0,30,0,880,33,21,12,Pré-Pago,Inativo,25,135585,Não Cancelou
2,0,29,0,1005,18,32,8,Pré-Pago,Inativo,45,105575,Não Cancelou
12,0,28,0,1405,40,30,18,Pré-Pago,Ativo,25,200025,Não Cancelou
4,0,28,0,3405,69,19,28,Pré-Pago,Ativo,30,21496,Não Cancelou
4,0,21,0,1875,34,39,19,Pré-Pago,Ativo,25,261405,Não Cancelou
18,0,20,1,6573,149,96,47,Contrato,Ativo,25,73449,Não Cancelou
14,0,18,0,9113,179,84,45,Pré-Pago,Ativo,45,4423,Não Cancelou
10,0,19,3,3033,53,42,24,Pré-Pago,Ativo,30,29144,Não Cancelou
4,0,12,1,4570,48,226,15,Pré-Pago,Ativo,30,108872,Não Cancelou
5,0,12,1,1668,27,11,12,Pré-Pago,Ativo,30,1118,Cancelou
6,0,35,0,4190,63,0,12,Pré-Pago,Ativo,30,17012,Não Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
8,0,34,0,2273,52,348,19,Pré-Pago,Ativo,30,1485,Não Cancelou
8,0,35,0,4018,58,0,30,Pré-Pago,Ativo,15,22418,Não Cancelou
1,0,35,0,2213,50,0,28,Pré-Pago,Ativo,15,124465,Não Cancelou
9,0,35,1,3595,74,21,23,Pré-Pago,Ativo,30,23076,Não Cancelou
2,0,35,0,2180,31,274,13,Pré-Pago,Ativo,30,118444,Não Cancelou
11,0,34,2,8935,113,133,38,Pré-Pago,Ativo,30,89392,Não Cancelou
5,0,35,0,13593,161,0,39,Pré-Pago,Ativo,30,55016,Não Cancelou
5,0,35,1,4335,75,0,20,Pré-Pago,Ativo,30,1764,Não Cancelou
4,0,35,0,5738,87,0,7,Pré-Pago,Ativo,30,233,Não Cancelou
7,0,35,0,2058,46,0,12,Pré-Pago,Inativo,30,8416,Não Cancelou
23,0,35,3,14960,217,43,27,Pré-Pago,Ativo,30,77908,Não Cancelou
2,0,35,1,2915,19,472,3,Pré-Pago,Ativo,30,200536,Não Cancelou
7,0,34,0,15305,174,139,25,Pré-Pago,Ativo,25,1322055,Não Cancelou
1,0,34,1,6320,78,175,21,Pré-Pago,Ativo,30,95592,Não Cancelou
0,0,34,0,695,6,0,6,Pré-Pago,Inativo,25,31545,Não Cancelou
0,0,35,0,530,6,2,3,Pré-Pago,Inativo,30,2944,Não Cancelou
0,1,34,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
1,0,34,0,7328,119,373,38,Pré-Pago,Ativo,25,2013615,Não Cancelou
5,0,34,1,11285,146,0,42,Pré-Pago,Ativo,45,285775,Não Cancelou
6,0,34,1,6538,67,97,32,Pré-Pago,Ativo,25,733725,Não Cancelou
21,1,30,0,775,39,5,12,Pré-Pago,Inativo,25,5913,Cancelou
19,0,33,8,10255,85,0,37,Pré-Pago,Ativo,55,1551,Não Cancelou
11,1,33,1,5638,90,15,19,Pré-Pago,Ativo,25,32526,Cancelou
0,0,31,0,2660,14,0,9,Pré-Pago,Ativo,30,10696,Não Cancelou
7,0,32,0,2810,33,0,11,Pré-Pago,Inativo,30,11372,Cancelou
7,1,33,0,2088,36,23,26,Pré-Pago,Inativo,30,17696,Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,33,0,1488,17,0,1,Pré-Pago,Ativo,30,602,Não Cancelou
1,0,30,1,6605,89,3,17,Pré-Pago,Ativo,55,10491,Não Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,0,33,0,0,0,0,0,Pré-Pago,Ativo,55,0,Não Cancelou
23,0,28,3,15895,230,0,75,Pré-Pago,Ativo,25,725625,Não Cancelou
4,0,31,3,6785,108,260,28,Contrato,Ativo,25,1480185,Não Cancelou
0,0,33,0,3538,74,0,23,Pré-Pago,Ativo,25,16254,Não Cancelou
1,0,32,0,1485,36,27,15,Pré-Pago,Inativo,30,16884,Não Cancelou
4,0,33,0,2600,45,164,18,Pré-Pago,Ativo,25,857025,Não Cancelou
2,0,24,1,1135,28,182,6,Contrato,Ativo,25,871335,Não Cancelou
2,0,23,0,1388,31,19,63,Pré-Pago,Ativo,45,82975,Não Cancelou
9,0,24,0,520,17,0,2,Pré-Pago,Inativo,25,24165,Não Cancelou
0,0,23,0,0,0,10,0,Pré-Pago,Inativo,45,25,Não Cancelou
8,0,22,0,1045,24,8,8,Pré-Pago,Ativo,25,84105,Não Cancelou
0,0,22,0,3045,53,0,18,Pré-Pago,Ativo,30,12392,Não Cancelou
0,0,15,0,1515,18,17,9,Pré-Pago,Ativo,25,145485,Não Cancelou
14,0,14,1,6213,133,74,37,Contrato,Ativo,25,61857,Não Cancelou
10,0,12,0,8753,163,62,35,Pré-Pago,Ativo,45,3779,Não Cancelou
6,0,13,3,2673,37,20,14,Pré-Pago,Ativo,30,1884,Não Cancelou
0,0,6,1,4210,32,204,5,Pré-Pago,Ativo,30,98568,Não Cancelou
1,0,6,1,1308,11,0,2,Pré-Pago,Ativo,30,5276,Cancelou
12,0,38,2,4970,81,26,32,Pré-Pago,Ativo,30,30604,Não Cancelou
4,0,39,0,918,15,28,19,Pré-Pago,Inativo,30,14932,Não Cancelou
14,0,37,2,3053,70,380,39,Pré-Pago,Ativo,30,164492,Não Cancelou
14,0,38,2,4798,76,22,50,Pré-Pago,Ativo,15,38907,Não Cancelou
7,0,38,2,2993,68,23,48,Pré-Pago,Ativo,25,241245,Não Cancelou
15,0,38,3,4375,92,53,43,Pré-Pago,Ativo,30,39068,Não Cancelou
8,0,38,2,2960,49,306,33,Pré-Pago,Ativo,30,134436,Não Cancelou
17,0,37,4,9715,131,165,58,Contrato,Ativo,30,105384,Não Cancelou
11,0,38,2,14373,179,21,59,Pré-Pago,Ativo,30,66608,Não Cancelou
11,0,38,3,5115,93,23,40,Pré-Pago,Ativo,30,30032,Não Cancelou
10,0,38,2,6518,105,28,27,Pré-Pago,Ativo,30,37692,Não Cancelou
13,0,38,0,2838,64,29,32,Pré-Pago,Inativo,30,23208,Não Cancelou
29,0,38,5,15740,235,75,47,Pré-Pago,Ativo,30,939,Não Cancelou
8,0,38,3,3695,37,504,23,Pré-Pago,Ativo,30,216528,Não Cancelou
13,0,37,2,16085,192,171,45,Pré-Pago,Ativo,25,1501965,Não Cancelou
7,0,37,3,7100,96,207,41,Pré-Pago,Ativo,30,111584,Não Cancelou
4,0,37,0,1475,24,21,26,Pré-Pago,Inativo,25,161955,Não Cancelou
6,0,38,0,1310,24,34,23,Pré-Pago,Inativo,30,18936,Não Cancelou
4,0,37,0,600,10,21,15,Pré-Pago,Inativo,25,12195,Cancelou
7,0,37,2,8108,137,405,58,Pré-Pago,Ativo,30,19498,Não Cancelou
11,0,37,3,12065,164,32,62,Pré-Pago,Ativo,45,385725,Não Cancelou
12,0,37,3,7318,85,129,52,Pré-Pago,Ativo,25,913635,Não Cancelou
27,1,33,0,1555,57,37,32,Pré-Pago,Inativo,30,21248,Cancelou
25,0,36,10,11035,103,22,57,Contrato,Ativo,55,20007,Não Cancelou
17,0,36,3,6418,108,47,39,Pré-Pago,Ativo,25,50517,Não Cancelou
5,0,34,2,3440,32,21,29,Pré-Pago,Ativo,30,22288,Não Cancelou
13,1,35,0,3590,51,30,31,Pré-Pago,Inativo,30,26564,Cancelou
13,1,36,0,2868,54,55,46,Pré-Pago,Inativo,30,33688,Cancelou
4,0,36,0,733,12,21,17,Pré-Pago,Inativo,30,1138,Cancelou
5,0,36,2,2268,35,21,21,Pré-Pago,Ativo,45,110075,Não Cancelou
7,0,33,3,7385,107,35,37,Pré-Pago,Ativo,55,16488,Não Cancelou
4,0,36,0,1228,17,30,19,Pré-Pago,Inativo,45,106125,Cancelou
4,0,36,3,938,14,25,17,Pré-Pago,Ativo,55,5178,Não Cancelou
29,0,31,5,16675,248,21,95,Pré-Pago,Ativo,25,856035,Não Cancelou
10,0,34,5,7565,126,292,48,Contrato,Ativo,25,1660095,Não Cancelou
6,0,36,2,4318,92,23,43,Pré-Pago,Ativo,30,2684,Não Cancelou
7,1,35,0,2265,54,59,35,Pré-Pago,Inativo,30,32876,Cancelou
10,0,36,2,3380,63,196,38,Pré-Pago,Ativo,25,1036935,Não Cancelou
8,0,27,3,1915,46,214,26,Contrato,Ativo,25,1051245,Não Cancelou
8,0,26,2,2168,49,51,83,Pré-Pago,Ativo,45,182925,Não Cancelou
15,0,27,0,1300,35,31,22,Pré-Pago,Inativo,30,1774,Não Cancelou
4,0,26,0,1425,20,42,18,Pré-Pago,Inativo,45,141125,Não Cancelou
14,0,25,2,1825,42,40,28,Pré-Pago,Ativo,25,264015,Não Cancelou
6,0,25,2,3825,71,29,38,Pré-Pago,Ativo,30,27184,Não Cancelou
6,0,18,2,2295,36,49,29,Pré-Pago,Ativo,25,325395,Não Cancelou
20,0,17,3,6993,151,106,57,Contrato,Ativo,25,79848,Não Cancelou
16,0,15,2,9533,181,94,55,Pré-Pago,Ativo,55,28671,Não Cancelou
12,0,16,5,3453,55,52,34,Pré-Pago,Ativo,30,34832,Não Cancelou
6,0,9,3,4990,50,236,25,Pré-Pago,Ativo,30,11456,Não Cancelou
7,1,9,3,2088,29,21,22,Pré-Pago,Ativo,30,16868,Cancelou
4,0,38,0,3770,61,0,2,Pré-Pago,Ativo,25,172395,Não Cancelou
0,0,39,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
6,0,37,0,1853,50,338,9,Pré-Pago,Ativo,25,1606635,Não Cancelou
6,0,38,0,3598,56,0,20,Pré-Pago,Ativo,15,20097,Não Cancelou
0,0,38,0,1793,48,0,18,Pré-Pago,Ativo,15,101255,Não Cancelou
7,0,38,0,3175,72,11,13,Pré-Pago,Ativo,30,17388,Não Cancelou
0,0,38,0,1760,29,264,3,Pré-Pago,Ativo,30,112756,Não Cancelou
9,0,37,0,8515,111,123,28,Pré-Pago,Ativo,30,83704,Não Cancelou
3,0,38,0,13173,159,0,29,Pré-Pago,Ativo,30,53328,Não Cancelou
3,0,38,0,3915,73,0,10,Pré-Pago,Ativo,30,15952,Não Cancelou
2,0,38,0,5318,85,0,15,Pré-Pago,Ativo,25,243135,Não Cancelou
5,0,38,0,1638,44,0,2,Pré-Pago,Inativo,30,6728,Não Cancelou
21,0,38,1,14540,215,33,17,Pré-Pago,Ativo,30,7222,Não Cancelou
0,0,38,0,2495,17,462,7,Pré-Pago,Ativo,30,194848,Não Cancelou
5,0,37,0,14885,172,129,15,Pré-Pago,Ativo,25,1258065,Não Cancelou
0,0,37,0,5900,76,165,11,Pré-Pago,Ativo,30,89904,Não Cancelou
0,0,37,0,275,4,0,1,Pré-Pago,Inativo,25,12555,Não Cancelou
0,0,38,0,110,4,0,1,Pré-Pago,Inativo,25,513,Não Cancelou
0,0,37,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
0,0,37,0,6908,117,363,28,Pré-Pago,Ativo,25,1949625,Não Cancelou
3,0,37,0,10865,144,0,32,Pré-Pago,Ativo,30,44036,Não Cancelou
4,0,37,0,6118,65,87,22,Pré-Pago,Ativo,25,669735,Não Cancelou
19,0,33,0,355,37,0,2,Pré-Pago,Inativo,25,1764,Cancelou
17,0,36,6,9835,83,0,27,Pré-Pago,Ativo,45,24795,Não Cancelou
9,1,36,0,5218,88,5,9,Pré-Pago,Ativo,25,26127,Cancelou
0,0,34,0,2240,12,0,4,Pré-Pago,Ativo,30,9008,Não Cancelou
5,0,35,0,2390,31,0,1,Pré-Pago,Inativo,30,9684,Cancelou
5,0,36,0,1668,34,13,16,Pré-Pago,Inativo,30,12008,Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Inativo,30,0,Cancelou
0,0,36,0,1068,15,0,3,Pré-Pago,Ativo,30,4332,Não Cancelou
0,0,33,0,6185,87,0,7,Pré-Pago,Ativo,45,1568,Não Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Inativo,45,0,Cancelou
0,0,36,0,0,0,0,0,Pré-Pago,Ativo,55,0,Não Cancelou
21,0,31,1,15475,228,0,65,Pré-Pago,Ativo,25,706635,Não Cancelou
2,0,34,1,6365,106,250,18,Contrato,Ativo,25,1416195,Não Cancelou
0,0,36,0,3118,72,0,13,Pré-Pago,Ativo,25,14355,Não Cancelou
0,0,35,0,1065,34,17,5,Pré-Pago,Inativo,30,11196,Não Cancelou
2,0,36,0,2180,43,154,8,Pré-Pago,Ativo,25,793035,Não Cancelou
0,0,27,0,715,26,172,1,Contrato,Ativo,25,807345,Não Cancelou
0,0,26,0,968,29,9,53,Pré-Pago,Ativo,45,47425,Não Cancelou
7,0,27,0,100,15,0,3,Pré-Pago,Inativo,25,5175,Não Cancelou
0,0,26,0,0,0,0,0,Pré-Pago,Inativo,45,0,Não Cancelou
6,0,25,0,625,22,0,2,Pré-Pago,Ativo,25,29115,Não Cancelou
0,0,25,0,2625,51,0,8,Pré-Pago,Ativo,30,10704,Não Cancelou
0,0,18,0,1095,16,7,6,Pré-Pago,Ativo,25,81495,Não Cancelou
12,0,17,0,5793,131,64,27,Contrato,Ativo,15,67782,Não Cancelou
8,0,15,0,8333,161,52,25,Pré-Pago,Ativo,45,34235,Não Cancelou
4,0,16,1,2253,35,10,4,Pré-Pago,Ativo,30,13152,Não Cancelou
0,0,9,0,3790,30,194,23,Pré-Pago,Ativo,30,9288,Não Cancelou
0,1,9,0,888,9,0,3,Pré-Pago,Ativo,30,3588,Cancelou
8,0,39,1,4485,77,37,21,Pré-Pago,Ativo,30,33048,Não Cancelou
0,0,40,0,433,11,39,8,Pré-Pago,Inativo,30,17376,Não Cancelou
10,0,38,1,2568,66,391,28,Pré-Pago,Ativo,30,166936,Não Cancelou
10,0,39,1,4313,72,33,39,Pré-Pago,Ativo,15,422675,Não Cancelou
3,0,39,1,2508,64,34,37,Pré-Pago,Ativo,25,26874,Não Cancelou
11,0,39,2,3890,88,64,32,Pré-Pago,Ativo,30,41512,Não Cancelou
4,0,39,1,2475,45,317,22,Pré-Pago,Ativo,45,8555,Não Cancelou
13,0,38,3,9230,127,176,47,Pré-Pago,Ativo,30,107828,Não Cancelou
7,0,39,1,13888,175,32,48,Pré-Pago,Ativo,30,69052,Não Cancelou
7,0,39,2,4630,89,34,29,Pré-Pago,Ativo,30,32476,Não Cancelou
6,0,39,1,6033,101,39,16,Pré-Pago,Ativo,30,40136,Não Cancelou
9,1,39,0,2353,60,40,21,Pré-Pago,Inativo,30,25652,Não Cancelou
25,0,39,4,15255,231,86,36,Pré-Pago,Ativo,30,96344,Não Cancelou
4,0,39,2,3210,33,515,12,Pré-Pago,Ativo,45,1368575,Não Cancelou
9,0,38,1,15600,188,182,34,Pré-Pago,Ativo,25,152946,Não Cancelou
3,0,38,2,6615,92,218,30,Pré-Pago,Ativo,30,114028,Não Cancelou
0,0,38,0,990,20,32,15,Pré-Pago,Inativo,25,18945,Não Cancelou
2,0,39,0,825,20,45,12,Pré-Pago,Inativo,30,2138,Não Cancelou
0,0,38,0,115,6,32,4,Pré-Pago,Inativo,25,149445,Cancelou
3,0,38,1,7623,133,416,47,Pré-Pago,Ativo,30,197424,Não Cancelou
7,0,38,2,11580,160,43,51,Pré-Pago,Ativo,45,401,Não Cancelou
8,0,38,2,6833,81,140,41,Pré-Pago,Ativo,25,94113,Não Cancelou
23,1,34,0,1070,53,48,21,Pré-Pago,Inativo,30,23692,Cancelou
21,0,37,9,10550,99,33,46,Pré-Pago,Ativo,55,209235,Não Cancelou
13,0,37,2,5933,104,58,28,Pré-Pago,Ativo,30,47348,Não Cancelou
1,0,35,1,2955,28,32,18,Pré-Pago,Ativo,30,24732,Não Cancelou
9,1,36,0,3105,47,41,20,Pré-Pago,Inativo,30,29008,Cancelou
9,0,37,0,2383,50,66,35,Pré-Pago,Inativo,45,225825,Cancelou
0,0,37,0,248,8,32,6,Pré-Pago,Inativo,30,13824,Cancelou
1,0,37,1,1783,31,32,10,Pré-Pago,Ativo,45,12535,Não Cancelou
3,0,34,2,6900,103,46,26,Pré-Pago,Ativo,55,174045,Não Cancelou
0,0,37,0,743,13,41,8,Pré-Pago,Inativo,45,1214,Cancelou
0,0,37,2,453,10,36,6,Pré-Pago,Ativo,55,60945,Não Cancelou
25,0,32,4,16190,244,32,84,Contrato,Ativo,25,88353,Não Cancelou
6,0,35,4,7080,122,303,37,Contrato,Ativo,30,150008,Não Cancelou
2,0,37,1,3833,88,34,32,Pré-Pago,Ativo,30,29284,Não Cancelou
3,0,36,0,1780,50,70,24,Pré-Pago,Inativo,45,22075,Não Cancelou
6,0,37,1,2895,59,207,27,Pré-Pago,Ativo,25,106443,Não Cancelou
4,0,28,2,1430,42,225,15,Contrato,Ativo,30,95888,Não Cancelou
4,0,27,1,1683,45,62,72,Pré-Pago,Ativo,55,11892,Não Cancelou
11,0,28,0,815,31,42,11,Pré-Pago,Inativo,30,20184,Não Cancelou
0,0,27,0,940,16,53,7,Pré-Pago,Inativo,45,1564,Não Cancelou
10,0,26,1,1340,38,51,17,Pré-Pago,Ativo,25,29151,Não Cancelou
2,0,26,1,3340,67,40,27,Pré-Pago,Ativo,30,29628,Não Cancelou
2,0,19,1,1810,32,60,18,Pré-Pago,Ativo,30,31368,Não Cancelou
16,0,18,2,6508,147,117,46,Contrato,Ativo,25,825975,Não Cancelou
12,0,16,1,9048,177,105,44,Pré-Pago,Ativo,55,295875,Não Cancelou
8,0,17,4,2968,51,63,23,Contrato,Ativo,30,37276,Não Cancelou
2,0,10,2,4505,46,247,14,Pré-Pago,Ativo,30,117004,Não Cancelou
3,0,10,2,1603,25,32,11,Pré-Pago,Ativo,30,19312,Cancelou
8,0,37,0,4255,65,0,13,Pré-Pago,Ativo,25,1944,Não Cancelou
0,0,38,0,0,0,0,0,Pré-Pago,Inativo,25,0,Não Cancelou
10,0,36,0,2338,54,327,20,Pré-Pago,Ativo,25,157914,Não Cancelou
10,0,37,0,4083,60,0,31,Pré-Pago,Ativo,15,227865,Não Cancelou
3,0,37,0,2278,52,0,29,Pré-Pago,Ativo,15,12815,Não Cancelou
11,0,37,0,3660,76,0,24,Pré-Pago,Ativo,25,16812,Não Cancelou
4,0,37,0,2245,33,253,14,Pré-Pago,Ativo,30,110312,Não Cancelou
13,0,36,1,9000,115,112,39,Pré-Pago,Ativo,30,8126,Não Cancelou
7,0,37,0,13658,163,0,40,Pré-Pago,Ativo,30,55284,Não Cancelou
7,0,37,0,4400,77,0,21,Pré-Pago,Ativo,30,17908,Não Cancelou
6,0,37,0,5803,89,0,8,Pré-Pago,Ativo,25,26514,Não Cancelou
9,0,37,0,2123,48,0,13,Pré-Pago,Inativo,30,8684,Não Cancelou
25,0,37,2,15025,219,22,28,Pré-Pago,Ativo,30,69776,Não Cancelou
4,0,37,0,2980,21,451,4,Pré-Pago,Ativo,30,192404,Não Cancelou
9,0,36,0,15370,176,118,26,Pré-Pago,Ativo,25,123057,Não Cancelou
3,0,36,0,6385,80,154,22,Pré-Pago,Ativo,30,8746,Não Cancelou
0,0,36,0,760,8,0,7,Pré-Pago,Inativo,25,3456,Não Cancelou
2,0,37,0,595,8,0,4,Pré-Pago,Inativo,25,27135,Não Cancelou
0,1,36,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
3,0,36,0,7393,121,352,39,Pré-Pago,Ativo,25,192213,Não Cancelou
7,0,36,0,11350,148,0,43,Pré-Pago,Ativo,30,45992,Não Cancelou
8,0,36,0,6603,69,76,33,Pré-Pago,Ativo,25,64224,Não Cancelou
23,0,32,0,840,41,0,13,Pré-Pago,Inativo,25,39645,Cancelou
21,0,35,7,10320,87,0,38,Contrato,Ativo,45,260175,Não Cancelou
13,1,35,0,5703,92,0,20,Pré-Pago,Ativo,25,260775,Cancelou
1,0,33,0,2725,16,0,10,Pré-Pago,Ativo,30,10964,Não Cancelou
9,1,34,0,2875,35,0,12,Pré-Pago,Inativo,25,13095,Cancelou
9,0,35,0,2153,38,2,27,Pré-Pago,Inativo,30,9564,Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Inativo,25,0,Cancelou
1,0,35,0,1553,19,0,2,Pré-Pago,Ativo,30,6288,Não Cancelou
3,0,32,0,6670,91,0,18,Pré-Pago,Ativo,45,169025,Não Cancelou
0,0,35,0,513,1,0,3,Pré-Pago,Inativo,45,1285,Cancelou
0,0,35,0,0,0,0,0,Pré-Pago,Ativo,45,0,Não Cancelou
25,0,30,2,15960,232,0,76,Pré-Pago,Ativo,25,72864,Não Cancelou
6,0,33,2,6850,110,239,29,Contrato,Ativo,25,13887,Não Cancelou
2,0,35,0,3603,76,0,24,Pré-Pago,Ativo,25,165555,Não Cancelou
3,0,34,0,1550,38,6,16,Pré-Pago,Inativo,30,8752,Não Cancelou
6,0,35,0,2665,47,143,19,Pré-Pago,Ativo,25,76554,Não Cancelou
4,0,26,0,1200,30,161,7,Contrato,Ativo,25,77985,Não Cancelou
4,0,25,0,1453,33,0,64,Pré-Pago,Ativo,45,3715,Não Cancelou
11,0,26,0,585,19,0,3,Pré-Pago,Inativo,25,2718,Não Cancelou
0,0,25,0,710,4,0,1,Pré-Pago,Inativo,45,1785,Não Cancelou
10,0,24,0,1110,26,0,9,Pré-Pago,Ativo,25,5112,Não Cancelou
2,0,24,0,3110,55,0,19,Pré-Pago,Ativo,30,1266,Não Cancelou
2,0,17,0,1580,20,0,10,Pré-Pago,Ativo,25,72,Não Cancelou
16,0,16,0,6278,135,53,38,Contrato,Ativo,15,644215,Não Cancelou
12,0,14,0,8818,165,41,36,Pré-Pago,Ativo,45,327075,Não Cancelou
8,0,15,2,2738,39,0,15,Pré-Pago,Ativo,30,11108,Não Cancelou
2,0,8,0,4275,34,183,6,Pré-Pago,Ativo,30,90436,Não Cancelou
3,1,8,0,1373,13,0,3,Pré-Pago,Ativo,25,6237,Cancelou
10,0,38,0,4560,72,14,20,Pré-Pago,Ativo,30,24128,Não Cancelou
2,0,39,0,508,6,16,7,Pré-Pago,Inativo,25,9513,Não Cancelou
12,0,37,0,2643,61,368,27,Pré-Pago,Ativo,30,158016,Não Cancelou
12,0,38,0,4388,67,10,38,Pré-Pago,Ativo,15,300025,Não Cancelou
5,0,38,0,2583,59,11,36,Pré-Pago,Ativo,15,20581,Não Cancelou
13,0,38,1,3965,83,41,31,Pré-Pago,Ativo,30,32592,Não Cancelou
